current_ordinal	current_operation	current_process_outcome	current_provider_status	current_result_variant	normalized_leaf_id	request_artifact_expectation	session_field_state	url_observation_kind	url_session_relation	answer_field_state	raw_artifact_field_state	artifact_claim_result	send_predecessor_kind	prior_receipt_ids	prior_event_ids	provider_reason	provider_exit	payload_leaf	lifecycle_result_kind	lifecycle_reason	ok	lifecycle_status	lifecycle_exit	retryable	retry_owner	retry_delay_ms	retry_budget	receipt_count	receipt_sequence	persistence_event_sequence	side_effect	fixture_id	command_id	cwd	expected_provider_rc	expected_lifecycle_rc	state_oracle	receipt_oracle_sequence	side_effect_oracle
101	session.resume	invocation_error	not_applicable	invocation_contract_invalid_field	N101.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.invalid_field	none	payload.N101.base	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N101.base	cmd.N101.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
102	session.resume	invocation_error	not_applicable	invocation_contract_not_object	N102.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.not_object	none	payload.N102.base	terminal.invocation_failure	provider.contract.not_object	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N102.base	cmd.N102.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
103	session.resume	invocation_error	not_applicable	invocation_contract_unknown_status	N103.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.unknown_status	none	payload.N103.base	terminal.invocation_failure	provider.contract.unknown_status	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N103.base	cmd.N103.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
104	session.resume	invocation_error	not_applicable	invocation_invalid_json	N104.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.invalid_json	none	payload.N104.base	terminal.invocation_failure	provider.invalid_json	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N104.base	cmd.N104.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
105	session.resume	invocation_error	not_applicable	invocation_io_error	N105.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.io_error	none	payload.N105.base	terminal.invocation_failure	provider.io_error	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N105.base	cmd.N105.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
106	session.resume	invocation_error	not_applicable	invocation_stderr_too_large	N106.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.stderr_too_large	none	payload.N106.base	terminal.invocation_failure	provider.stderr_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N106.base	cmd.N106.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
107	session.resume	invocation_error	not_applicable	invocation_stdout_too_large	N107.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.stdout_too_large	none	payload.N107.base	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N107.base	cmd.N107.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
108	session.resume	invocation_error	not_applicable	invocation_timeout	N108.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.timeout	none	payload.N108.base	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N108.base	cmd.N108.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
109	session.show	exit_0	done	done	N109.base	none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifacts_absent	none	none	receipt.session.show	event.prior.SessionRebound	none	0	payload.N109.base	terminal.show_terminal	none	true	done	0	false	none	0	0	1	receipt.session.show	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N109.base	cmd.N109.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed	oracle.receipt.session.show.valid	session.observation.valid
110	session.show	exit_0	provider_limit	terminal_provider_limit	N110.base	none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifacts_absent	none	none	receipt.session.show	event.prior.SessionRebound	provider.limit	0	payload.N110.base	terminal.show_failure	provider.limit	false	provider_limit	0	false	none	0	0	2	receipt.session.show,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12,event.ProviderSlotHealthUpdatedR12	session.observation+health.projection.persist	legal.N110.base	cmd.N110.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.session.show.valid,oracle.receipt.failure.provider.valid	session.observation_and_health.valid
111	session.show	exit_0	running	running	N111.answer-absent	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	none	receipt.session.show	event.prior.SessionRebound	none	0	payload.N111.answer-absent	nonterminal.show_running	none	true	running	0	true	session	1000	3	1	receipt.session.show	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N111.answer-absent	cmd.N111.answer-absent	stacks/gpt-webai-slot-pool	0	0	state.session.observed	oracle.receipt.session.show.valid	session.observation.valid
111	session.show	exit_0	running	running	N111.answer-present	none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifacts_absent	none	none	receipt.session.show	event.prior.SessionRebound	answer.progress_prologue	0	payload.N111.answer-present	nonterminal.show_running	answer.progress_prologue	true	running	0	true	session	1000	3	1	receipt.session.show	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N111.answer-present	cmd.N111.answer-present	stacks/gpt-webai-slot-pool	0	0	state.session.observed	oracle.receipt.session.show.valid	session.observation.valid
112	session.show	exit_0	session.content_unavailable	content_unavailable	N112.base	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	none	receipt.session.show	event.prior.SessionRebound	session.content_unavailable	0	payload.N112.base	terminal.show_failure	session.content_unavailable	false	session.content_unavailable	0	false	none	0	0	2	receipt.session.show,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12	session.observation.persist	legal.N112.base	cmd.N112.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.session.show.valid,oracle.receipt.failure.provider.valid	session.observation.valid
113	session.show	exit_0	session.running_unverified	terminal_scroll_unverified	N113.base	none	present_nonempty_validated	conversation_url	same_session	present_nonempty	artifacts_absent	none	none	receipt.session.show	event.prior.SessionRebound	visual_failure_reason	0	payload.N113.base	terminal.show_failure	visual_failure_reason	false	session.running_unverified	0	false	none	0	0	2	receipt.session.show,receipt.failure.provider	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N113.base	cmd.N113.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed_failure	oracle.receipt.session.show.valid,oracle.receipt.failure.provider.valid	session.observation.valid
114	session.show	exit_0	session.start_unconfirmed	root_url_unconfirmed	N114.base	none	present_nonempty_unaccepted	root_url	root_no_session	absent	artifacts_absent	none	none	none	event.prior.SessionRebindStarted	session.start_unconfirmed	0	payload.N114.base	terminal.show_failure	session.start_unconfirmed	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N114.base	cmd.N114.base	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
115	session.show	exit_0	session.start_unconfirmed	session_url_mismatch	N115.base	none	present_nonempty_unaccepted	conversation_url	different_session	absent	artifacts_absent	none	none	none	event.prior.SessionRebindStarted	session.url_mismatch	0	payload.N115.base	terminal.show_failure	session.url_mismatch	false	session.start_unconfirmed	0	false	none	0	0	1	receipt.failure.provider	event.prior.SessionRebindStarted,event.ProviderSessionUrlRejectedR12	session.rejected_observation.persist	legal.N115.base	cmd.N115.base	stacks/gpt-webai-slot-pool	0	0	state.session.rejected_observation	oracle.receipt.failure.provider.valid	session.rejected_observation.valid
116	session.show	exit_0	show	idle_show	N116.base	none	present_nonempty_validated	conversation_url	same_session	absent	artifacts_absent	none	none	receipt.session.show	event.prior.SessionRebound	none	0	payload.N116.base	terminal.show_idle	none	true	show	0	false	none	0	0	1	receipt.session.show	event.prior.SessionRebound,event.ProviderSessionHydrationObservedR12,event.ProviderSessionHydratedR12	session.observation.persist	legal.N116.base	cmd.N116.base	stacks/gpt-webai-slot-pool	0	0	state.session.observed	oracle.receipt.session.show.valid	session.observation.valid
117	session.show	exit_2	provider.schema_drift	missing_session	N117.base	none	absent	none	none	absent	artifacts_absent	none	none	none	none	provider.schema_drift	2	payload.N117.base	terminal.show_failure	provider.schema_drift	false	provider.schema_drift	70	false	none	0	0	1	receipt.failure.provider	none	diagnostic.persist	legal.N117.base	cmd.N117.base	stacks/gpt-webai-slot-pool	2	70	state.unchanged	oracle.receipt.failure.provider.valid	diagnostic.no_artifact.valid
118	session.show	invocation_error	not_applicable	invocation_contract_invalid_artifact	N118.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.invalid_artifact	none	payload.N118.base	terminal.invocation_failure	provider.contract.invalid_artifact	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N118.base	cmd.N118.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
119	session.show	invocation_error	not_applicable	invocation_contract_invalid_field	N119.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.invalid_field	none	payload.N119.base	terminal.invocation_failure	provider.contract.invalid_field	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N119.base	cmd.N119.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
120	session.show	invocation_error	not_applicable	invocation_contract_not_object	N120.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.not_object	none	payload.N120.base	terminal.invocation_failure	provider.contract.not_object	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N120.base	cmd.N120.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
121	session.show	invocation_error	not_applicable	invocation_contract_unknown_status	N121.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.contract.unknown_status	none	payload.N121.base	terminal.invocation_failure	provider.contract.unknown_status	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N121.base	cmd.N121.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
122	session.show	invocation_error	not_applicable	invocation_invalid_json	N122.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.invalid_json	none	payload.N122.base	terminal.invocation_failure	provider.invalid_json	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N122.base	cmd.N122.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
123	session.show	invocation_error	not_applicable	invocation_io_error	N123.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.io_error	none	payload.N123.base	terminal.invocation_failure	provider.io_error	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N123.base	cmd.N123.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
124	session.show	invocation_error	not_applicable	invocation_stderr_too_large	N124.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.stderr_too_large	none	payload.N124.base	terminal.invocation_failure	provider.stderr_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N124.base	cmd.N124.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
125	session.show	invocation_error	not_applicable	invocation_stdout_too_large	N125.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.stdout_too_large	none	payload.N125.base	terminal.invocation_failure	provider.stdout_too_large	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N125.base	cmd.N125.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
126	session.show	invocation_error	not_applicable	invocation_timeout	N126.base	none	request_present_provider_payload_absent	none	none	none	none	none	none	none	none	provider.timeout	none	payload.N126.base	terminal.invocation_failure	provider.timeout	false	failed	70	false	none	0	0	1	receipt.failure.invocation	none	diagnostic.persist	legal.N126.base	cmd.N126.base	stacks/gpt-webai-slot-pool	none	70	state.unchanged	oracle.receipt.failure.invocation.valid	diagnostic.digest.valid
127	status	exit_0	login_required	login_required	N127.base	none	absent	diagnostic_url	unvalidated	absent	artifacts_absent	none	none	none	event.prior.SlotHealthProbeStarted	auth.needs_login	0	payload.N127.base	terminal.status_blocked	auth.needs_login	false	login_required	0	false	none	0	0	1	receipt.failure.provider	event.prior.SlotHealthProbeStarted,event.ProviderSlotHealthUpdatedR12	health.projection.persist	legal.N127.base	cmd.N127.base	stacks/gpt-webai-slot-pool	0	0	state.health.login_required	oracle.receipt.failure.provider.valid	health.projection.valid
